SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
539436,COFFEEDAY   ,A ,Q,265.50,265.50,259.20,262.85,262.85,260.45,130,4374,1146419.00,
539437,IDFCFIRSTB  ,A ,Q,49.60,50.90,49.05,50.45,50.45,49.65,2386,2095117,105246336.00,
539447,BEARDSELL   ,B ,Q,14.10,16.65,14.00,14.20,14.00,15.50,4,440,6718.00,
539448,INDIGO      ,A ,Q,1512.00,1546.30,1496.40,1537.85,1541.00,1515.35,3113,85946,131382171.00,
539450,SHK         ,B ,Q,150.05,150.05,146.80,147.95,147.95,149.95,141,2556,378186.00,
539455,DASL        ,XT,Q,28.50,28.60,28.40,28.60,28.60,29.00,7,2370,67476.00,
539480,LICNETFN50  ,B ,Q,122.00,122.00,120.53,120.53,120.53,119.94,3,7,852.00,
539486,GEETANJ     ,XT,Q,1.77,1.80,1.77,1.79,1.80,1.80,27,29044,51877.00,
539487,LICNETFSEN  ,B ,Q,410.00,410.00,410.00,410.00,410.00,408.00,2,8,3280.00,
539516,HDFCNIFETF  ,B ,Q,1215.00,1227.81,1215.00,1227.81,1227.81,1200.00,11,599,730347.00,
539517,SXETF       ,B ,Q,4300.00,4396.00,4072.00,4072.00,4072.00,4397.92,26,88,366169.00,
539518,UDAYJEW     ,X ,Q,52.70,52.70,50.00,50.45,50.00,50.05,5,97,4857.00,
539519,MAYUKH      ,X ,Q,14.00,14.00,13.45,13.45,13.45,13.75,6,14900,204645.00,
539520,SHAILJA     ,X ,Q,21.90,22.00,20.35,21.55,21.55,21.25,70,179168,3835350.00,
539523,ALKEM       ,A ,Q,1719.50,1723.55,1707.50,1717.30,1714.45,1719.95,130,621,1065232.00,
539524,LALPATHLAB  ,A ,Q,1048.05,1074.95,1048.05,1067.40,1055.10,1039.45,195,1397,1488574.00,
539526,SCTL        ,M ,Q,14.52,14.52,14.52,14.52,14.52,12.10,1,4000,58080.00,
539528,AAYUSH      ,X ,Q,32.35,32.35,29.70,31.35,31.35,29.75,4,4,124.00,
539542,LUXIND      ,A ,Q,1300.15,1347.15,1300.10,1329.95,1330.00,1314.10,108,485,642692.00,
539545,APOORVA     ,X ,Q,18.45,18.45,18.45,18.45,18.45,18.80,1,2,36.00,
539551,NH          ,B ,Q,202.00,215.90,200.10,202.45,201.10,202.15,40,480,97386.00,
539570,ACEWIN      ,M ,Q,12.71,12.71,12.71,12.71,12.71,12.96,1,9600,122016.00,
539594,MISHTANN    ,X ,Q,53.90,53.90,53.90,53.90,53.90,54.95,17,2135,115076.00,
539595,NATECO      ,X ,Q,11.08,11.08,11.08,11.08,11.08,11.08,3,37,409.00,
539596,DELTA       ,XT,Q,8.82,8.82,8.82,8.82,8.82,8.82,1,8,70.00,
539597,JSLHISAR    ,A ,Q,86.95,87.80,86.00,86.40,86.40,87.45,199,12608,1091856.00,
539636,PRECAM      ,B ,Q,50.55,51.70,50.50,51.70,51.70,51.95,8,383,19587.00,
539658,TEAMLEASE   ,A ,Q,2942.00,3000.00,2891.00,2994.55,2990.00,2941.90,157,705,2081343.00,
539659,VIDLI       ,M ,Q,21.00,21.00,21.00,21.00,21.00,21.00,2,5000,105000.00,
539660,SAHYOGMULT  ,X ,Q,42.00,42.00,42.00,42.00,42.00,41.20,18,34081,1431402.00,
539678,QUICKHEAL   ,B ,Q,210.40,211.00,199.05,200.35,200.35,209.20,806,39435,7986061.00,
539692,IFINSER     ,XT,Q,20.65,20.65,20.65,20.65,20.65,20.25,2,117,2416.00,
539725,GOKULAGRO   ,B ,Q,11.81,11.81,11.09,11.09,11.09,11.01,2,400,4508.00,
539730,FREDUN      ,X ,Q,430.00,443.95,411.20,424.85,424.85,431.65,46,955,401186.00,
539742,SIMBHALS    ,B ,Q,11.50,11.50,11.00,11.20,11.20,11.12,14,4199,47337.00,
539770,DARJEELING  ,X ,Q,92.90,95.65,92.80,95.05,95.05,94.90,56,20150,1912212.00,
539785,PDMJEPAPER  ,B ,Q,17.40,17.50,16.90,17.30,17.30,17.35,38,11912,203708.00,
539787,HCG         ,B ,Q,201.00,201.00,191.00,200.60,200.60,205.00,18,103,20362.00,
539798,UMIYA       ,T ,Q,11.60,12.14,11.54,11.74,12.03,12.14,16,3175,37447.00,
539807,INFIBEAM    ,A ,Q,41.75,43.80,41.75,42.45,42.45,41.70,1985,644836,27535556.00,
539814,RADHEY      ,XT,Q,16.10,16.15,16.10,16.15,16.15,16.10,9,19000,306475.00,
539841,LANCER      ,T ,Q,75.00,75.00,71.25,71.25,71.25,75.00,26,6130,440575.00,
539844,EQUITAS     ,A ,Q,128.60,131.35,128.00,129.15,128.50,130.50,436,45625,5918078.00,
539861,SKIL        ,T ,Q,8.90,8.90,8.51,8.51,8.51,8.95,8,5102,43977.00,
539871,THYROCARE   ,A ,Q,488.10,493.40,470.55,484.10,484.10,490.45,156,2069,996214.00,
539874,UJJIVAN     ,A ,Q,321.00,330.30,316.00,322.45,322.45,324.40,754,58482,18952025.00,
539876,CROMPTON    ,A ,Q,237.65,237.65,230.95,235.35,233.30,236.65,284,5387,1258278.00,
539883,PILANIINVS  ,B ,Q,2570.00,2570.00,2485.50,2504.15,2506.90,2518.35,63,2075,5198549.00,
539884,DARSHANORNA ,B ,Q,26.00,26.00,26.00,26.00,26.00,26.50,3,3,78.00,
539889,PARAGMILK   ,A ,Q,264.00,264.00,236.50,238.10,237.40,240.70,382,4537,1086379.00,
539917,NAGARFERT   ,B ,Q,6.06,6.18,6.01,6.13,6.13,6.21,52,20562,124463.00,
539938,MIL         ,X ,Q,102.00,108.00,102.00,108.00,108.00,103.00,2,11,1128.00,
539939,YASHCHEM    ,B ,Q,99.50,100.35,98.05,99.00,98.65,99.90,62,6536,647839.00,
539940,MAXVIL      ,B ,Q,43.85,43.85,42.65,42.65,42.65,43.85,34,4052,175082.00,
539944,RXXX1SR2G   ,F ,Q,11.05,11.76,10.99,11.76,11.76,11.01,9,15000,170550.00,
539945,ICICINV20   ,B ,Q,58.74,58.74,58.20,58.20,58.20,58.72,3,253,14795.00,
539956,TAALENT     ,X ,Q,275.00,285.00,270.00,274.00,270.00,272.75,23,380,105989.00,
539957,MGL         ,A ,Q,956.65,974.15,954.00,957.00,957.00,965.25,652,10508,10091439.00,
539962,QFSL        ,XT,Q,0.21,0.22,0.21,0.21,0.21,0.21,4,2540,536.00,
539978,QUESS       ,A ,Q,695.00,705.70,689.95,692.95,692.95,698.40,897,13168,9164400.00,
539979,DIGJAMLTD   ,T ,Q,3.70,3.70,3.60,3.60,3.60,3.76,10,8200,29540.00,
539980,ICICIMCAP   ,B ,Q,65.45,65.45,64.60,64.76,64.60,65.59,11,8053,524475.00,
539981,MAXINDIA    ,A ,Q,70.20,70.95,70.00,70.20,70.20,70.20,52,3751,263860.00,
539982,ASYL        ,M ,Q,23.25,23.25,23.25,23.25,23.25,23.20,1,2875,66843.00,
539984,HUIL        ,X ,Q,629.30,630.00,629.30,629.90,629.75,660.00,4,11,6926.00,
539986,COMSYN      ,M ,Q,43.50,43.50,42.90,43.00,43.00,42.80,4,12000,516900.00,
539992,LLOYDSTEEL  ,B ,Q,0.56,0.59,0.49,0.50,0.51,0.60,956,4911285,2557712.00,
540005,LTI         ,A ,Q,1725.00,1735.00,1714.45,1721.55,1725.55,1713.30,688,6347,10950836.00,
540006,EASTWEST    ,X ,Q,148.00,148.10,139.80,139.85,139.90,146.35,29,2222,321190.00,
540023,COLORCHIPS  ,X ,Q,96.00,99.90,81.45,96.30,99.80,101.70,25,6621,637503.00,
540024,ASHARI      ,XT,Q,11.20,11.55,11.20,11.55,11.55,11.20,242,107696,1235395.00,
540025,ADVENZYMES  ,A ,Q,187.05,192.75,187.05,191.30,190.50,190.80,335,10008,1914422.00,
540026,LAHL        ,XT,Q,2.55,2.55,2.55,2.55,2.55,2.60,1,500,1275.00,
540027,PTIL        ,T ,Q,400.00,401.90,399.75,401.80,401.90,398.10,26,13280,5331452.00,
540047,DBL         ,A ,Q,540.35,540.35,494.45,502.90,502.90,540.35,1056,25438,13068049.00,
540048,SPAL        ,B ,Q,303.00,304.00,298.00,300.85,304.00,310.75,11,504,151739.00,
540063,ECS         ,XT,Q,4.38,4.38,4.38,4.38,4.38,4.18,5,846,3705.00,
540064,FRETAIL     ,A ,Q,423.90,425.90,415.55,420.60,420.60,418.85,191,3074,1295104.00,
540065,RBLBANK     ,A ,Q,679.00,684.60,663.05,664.45,664.45,678.80,1341,63216,42543167.00,
540071,CAMSONSEEDS ,X ,Q,5.93,5.93,5.68,5.93,5.93,5.65,20,7873,45908.00,
540073,BLS         ,B ,Q,119.25,124.00,119.25,122.75,123.30,123.45,149,4263,523471.00,
540080,NARAYANI    ,B ,Q,27.00,33.00,23.20,28.00,28.05,27.50,33,904,25615.00,
540083,TVVISION    ,T ,Q,2.72,2.94,2.72,2.94,2.94,2.80,12,4105,11772.00,
540108,TAHL        ,X ,Q,108.00,113.85,103.55,111.95,111.95,109.00,23,898,94725.00,
540115,LTTS        ,A ,Q,1749.75,1770.30,1738.75,1762.85,1762.85,1737.20,973,6706,11780658.00,
540124,GNA         ,B ,Q,302.00,307.95,296.10,300.65,299.55,304.00,205,5103,1532175.00,
540125,RADHIKAJWE  ,M ,Q,18.50,18.50,18.50,18.50,18.50,20.50,4,9600,177600.00,
540133,ICICIPRULI  ,A ,Q,365.50,376.80,365.50,373.20,373.20,369.30,1240,79151,29502542.00,
540134,IISL        ,X ,Q,20.45,20.45,16.55,19.90,19.00,20.50,26,3060,60647.00,
540135,ARCFIN      ,XT,Q,0.73,0.73,0.73,0.73,0.73,0.76,1,500,365.00,
540136,HPL         ,B ,Q,58.95,58.95,56.80,57.35,57.00,58.65,195,8375,484886.00,
540143,SAGARSOFT   ,X ,Q,89.50,94.45,82.05,90.40,90.65,89.90,43,3198,284974.00,
540145,VALIANTORG  ,M ,Q,1784.85,1794.75,1772.00,1783.40,1794.75,1768.00,12,1800,3213007.00,
540146,ACML        ,M ,Q,74.00,74.00,74.00,74.00,74.00,71.95,1,2000,148000.00,
540147,SHASHIJIT   ,M ,Q,29.65,30.00,28.00,29.95,29.95,29.90,11,72000,2138640.00,
540153,ENDURANCE   ,A ,Q,1172.05,1190.00,1151.10,1159.95,1152.85,1170.10,288,1946,2283212.00,
540154,IDFSENSEXE  ,B ,Q,420.00,423.00,420.00,422.63,423.00,379.10,6,11,4632.00,
540168,SUPRAP      ,X ,Q,16.50,16.50,16.50,16.50,16.50,16.50,1,1,16.00,
540173,PNBHOUSING  ,A ,Q,717.20,726.20,679.00,683.55,684.40,711.70,2580,71288,49455521.00,
540175,REGENCY     ,X ,Q,23.70,23.70,23.50,23.50,23.50,23.45,4,384,9099.00,
540180,VBL         ,A ,Q,885.90,897.60,879.10,881.25,880.50,875.70,297,2949,2615678.00,
540190,FRANKLININD ,XT,Q,16.00,16.40,16.00,16.25,16.25,15.70,4,121,1941.00,
540192,LKPSEC      ,XT,Q,10.85,10.85,10.45,10.45,10.45,10.99,12,5951,62505.00,
540198,OSIAJEE     ,X ,Q,15.70,15.70,15.70,15.70,15.70,15.62,2,10000,157000.00,
540203,SFL         ,B ,Q,1360.00,1360.00,1310.05,1349.05,1349.05,1352.10,5,75,100883.00,
540205,AVL         ,M ,Q,60.00,60.00,60.00,60.00,60.00,53.00,1,2000,120000.00,
540210,TMRVL       ,B ,Q,25.25,26.10,25.25,26.05,26.10,26.30,15,318,8258.00,
540212,TCIEXP      ,B ,Q,690.00,690.00,660.10,662.00,662.00,678.95,36,346,230456.00,
540222,LAURUSLABS  ,A ,Q,389.95,406.90,383.05,403.45,403.45,381.95,272,5008,1993517.00,
540243,NEWLIGHT    ,X ,Q,44.00,50.20,42.50,49.00,49.00,46.05,287,101023,4580616.00,
540259,SHANGAR     ,X ,Q,25.00,26.90,25.00,26.50,26.50,24.50,269,17470,447687.00,
540266,GLCL        ,X ,Q,7.05,7.05,7.05,7.05,7.05,7.42,1,30,211.00,
540267,FLORACORP   ,X ,Q,15.30,15.30,13.87,14.00,14.00,14.60,4,456,6332.00,
540268,DHANVARSHA  ,X ,Q,62.00,62.50,62.00,62.50,62.50,62.00,21,11120,692367.00,
540269,SKL         ,M ,Q,5.76,5.76,5.76,5.76,5.76,6.39,1,10000,57600.00,
540293,PRICOLLTD   ,B ,Q,41.55,42.20,40.00,40.95,41.20,41.55,168,11979,493101.00,
540311,JITFINFRA   ,T ,Q,14.70,14.70,13.97,14.00,14.00,14.70,12,15975,223262.00,
540360,LLFICL      ,X ,Q,65.00,65.00,59.95,60.75,60.75,60.75,39,12789,777648.00,
540361,DANUBE      ,XT,Q,4.34,4.78,4.34,4.78,4.78,4.56,11,9112,39790.00,
540366,RADIOCITY   ,B ,Q,59.00,59.00,57.00,58.85,59.00,57.85,25,508,29638.00,
540376,DMART       ,A ,Q,1291.00,1308.00,1260.25,1265.25,1265.25,1293.60,2953,45305,58035208.00,
540396,MANOMAY     ,M ,Q,33.25,33.25,33.25,33.25,33.25,35.00,1,4000,133000.00,
540403,CLEDUCATE   ,B ,Q,123.90,125.00,121.10,124.10,124.10,122.90,12,677,83787.00,
540404,PRIME       ,M ,Q,114.00,119.00,114.00,119.00,119.00,114.00,3,5000,575000.00,
540405,OCEANIC     ,M ,Q,125.00,125.00,125.00,125.00,125.00,122.85,2,2000,250000.00,
540425,SHANKARA    ,A ,Q,518.00,534.00,517.00,527.20,527.20,520.05,770,10669,5637728.00,
540426,RELSTRUCT   ,M ,Q,5.19,5.19,5.19,5.19,5.19,4.95,2,6000,31140.00,
540497,SCHAND      ,B ,Q,152.00,152.00,144.20,146.15,146.20,148.00,50,1271,186844.00,
540526,IRBINVIT    ,IF,Q,67.90,68.00,67.61,67.61,67.61,67.15,4,20000,1357050.00,
540530,HUDCO       ,A ,Q,42.00,42.00,41.10,41.60,41.60,41.45,245,45908,1905115.00,
540544,PSPPROJECT  ,B ,Q,465.00,474.45,463.75,473.35,474.45,469.15,69,1820,850456.00,
540565,INDIGRID    ,IF,Q,86.35,86.35,83.01,83.94,83.94,82.00,6,30618,2579515.00,
540575,STARCEMENT  ,B ,Q,105.00,109.40,105.00,106.65,107.00,104.40,37,1163,124072.00,
540593,HEOF1126RG  ,B ,Q,9.87,9.87,9.87,9.87,9.87,9.78,2,1300,12831.00,
540595,TEJASNET    ,B ,Q,190.00,192.65,188.10,189.85,189.00,189.60,220,2648,504787.00,
540596,ERIS        ,A ,Q,624.00,634.80,624.00,630.85,629.00,630.35,27,86,54184.00,
540597,CONTAINER   ,XT,Q,10.47,10.47,10.47,10.47,10.47,11.02,1,10,104.00,
540602,GTPL        ,B ,Q,64.50,66.35,63.05,64.20,63.05,64.40,39,1114,71649.00,
540611,AUBANK      ,A ,Q,644.00,646.10,632.40,638.55,636.10,644.70,463,8801,5619811.00,
540613,GEL         ,M ,Q,50.60,50.60,50.60,50.60,50.60,50.40,1,3000,151800.00,
540614,GGENG       ,M ,Q,52.00,63.80,52.00,63.80,63.80,56.60,12,61500,3249300.00,
540615,7NR         ,M ,Q,63.00,63.00,63.00,63.00,63.00,61.00,3,39000,2457000.00,
540616,ARTEMIS     ,B ,Q,56.75,57.30,56.75,57.30,57.30,59.25,3,551,31324.00,
540621,BHAGYAPROP  ,B ,Q,29.00,29.00,29.00,29.00,29.00,29.45,1,5000,145000.00,
540636,HEOF1100RG  ,B ,Q,9.50,9.50,9.50,9.50,9.50,9.20,8,6499,61740.00,
540642,SALASAR     ,B ,Q,213.65,214.80,211.40,212.55,212.00,209.65,67,4257,907249.00,
540647,GANGESSEC   ,B ,Q,45.50,45.50,45.50,45.50,45.50,42.00,1,200,9100.00,
540648,PALASHSEC   ,B ,Q,42.50,42.50,42.50,42.50,42.50,44.35,2,106,4505.00,
540649,AVADHSUGAR  ,B ,Q,443.60,458.35,437.15,450.25,450.25,440.10,339,7870,3555107.00,
540650,MAGADHSUGAR ,B ,Q,116.50,118.95,114.25,115.00,114.85,115.00,14,778,90111.00,
540653,SINTEXPLAST ,B ,Q,17.80,18.25,17.55,17.75,17.75,17.95,423,127283,2267403.00,
540669,UTINEXT50   ,B ,Q,282.00,282.00,281.00,281.00,281.00,281.00,4,354,99574.00,
540673,SIS         ,B ,Q,800.05,832.00,800.05,832.00,832.00,831.05,52,464,383368.00,
540678,COCHINSHIP  ,A ,Q,378.50,390.00,378.00,378.75,378.75,375.80,444,8539,3273755.00,
540679,SMSLIFE     ,B ,Q,537.05,537.05,537.00,537.00,537.00,546.35,3,12,6444.00,
540680,KIOCL       ,B ,Q,135.00,139.90,133.50,134.25,134.25,129.20,206,10004,1364264.00,
540686,SMRUTHIORG  ,X ,Q,168.60,168.60,160.00,160.00,160.00,169.00,20,1034,171808.00,
540691,ABCAPITAL   ,A ,Q,98.00,100.90,96.55,99.80,99.80,97.80,1610,232695,23068740.00,
540692,APEX        ,B ,Q,307.50,310.00,302.00,306.10,306.00,305.00,295,4034,1236289.00,
540694,ANG         ,M ,Q,59.00,59.00,55.00,55.00,55.00,56.25,3,4800,271600.00,
540698,NEL         ,M ,Q,1.21,1.21,1.21,1.21,1.21,1.16,1,4000,4840.00,
540699,DIXON       ,B ,Q,2297.40,2380.00,2297.40,2362.00,2366.90,2335.35,118,243,570636.00,
540700,BRNL        ,B ,Q,95.65,95.65,92.70,92.75,92.70,94.15,5,135,12679.00,
540701,DCAL        ,A ,Q,221.30,223.10,217.70,218.95,218.95,223.05,177,2518,553706.00,
540702,LASA        ,B ,Q,24.15,26.20,24.15,24.65,24.50,26.30,100,13210,334297.00,
540704,MATRIMONY   ,B ,Q,604.05,621.20,604.00,620.60,612.10,610.30,6,22,13566.00,
540709,RELHOME     ,B ,Q,27.00,27.00,23.20,25.15,25.00,25.30,347,44751,1145780.00,
540710,CAPACITE    ,B ,Q,230.50,234.25,228.10,231.15,232.15,227.00,367,10533,2429660.00,
540715,SAGAR       ,M ,Q,11.40,11.40,11.40,11.40,11.40,10.90,1,3000,34200.00,
540716,ICICIGI     ,A ,Q,1099.80,1115.00,1088.00,1105.90,1110.00,1093.15,1636,207874,228288818.00,
540719,SBILIFE     ,A ,Q,640.00,656.85,640.00,650.55,650.55,639.60,5461,421280,270891290.00,
540724,DIAMONDYD   ,B ,Q,924.00,936.95,923.60,936.65,936.75,928.50,11,60,55942.00,
540727,POOJA       ,M ,Q,55.00,55.00,55.00,55.00,55.00,55.00,1,3000,165000.00,
540728,SAYAJIIND   ,X ,Q,261.30,261.30,261.30,261.30,261.30,261.30,7,104,27175.00,
540729,VANTABIO    ,M ,Q,180.00,195.00,180.00,195.00,195.00,193.00,4,3750,686250.00,
540736,SIDDH       ,M ,Q,28.50,30.30,27.50,29.75,29.80,28.90,30,308000,9029200.00,
540737,SGRL        ,M ,Q,64.70,64.70,64.40,64.40,64.40,56.50,2,6000,387300.00,
540743,GODREJAGRO  ,A ,Q,517.00,521.00,510.00,518.70,519.20,517.75,253,3039,1572594.00,
540744,MESCON      ,XT,Q,14.10,14.10,13.15,13.56,14.00,13.43,15,1374,18508.00,
540749,MASFIN      ,B ,Q,584.55,591.90,580.00,586.55,590.00,598.90,50,238,139812.00,
540750,IEX         ,A ,Q,158.05,160.80,158.00,158.50,158.50,158.35,96,1704,271303.00,
540755,GICRE       ,A ,Q,245.00,245.00,235.60,241.30,241.30,240.40,277,5252,1265644.00,
540757,SCPL        ,M ,Q,112.95,112.95,112.95,112.95,112.95,109.60,1,800,90360.00,
540762,TIINDIA     ,A ,Q,391.50,394.95,368.20,371.40,371.40,376.70,285,6580,2525353.00,
540767,RNAM        ,A ,Q,198.00,202.90,191.00,193.15,196.60,197.50,1631,83150,16380676.00,
540768,MAHLOG      ,A ,Q,535.00,536.20,523.30,527.35,524.75,539.20,61,528,280224.00,
540769,NIACL       ,A ,Q,180.80,183.00,175.95,182.00,182.10,180.15,163,4080,738228.00,
540774,IFGLEXPOR   ,B ,Q,233.00,233.00,230.00,230.20,230.00,236.90,11,839,193122.00,
540775,KHADIM      ,B ,Q,401.00,410.00,395.25,401.60,395.25,401.80,32,207,82922.00,
540776,5PAISA      ,B ,Q,282.00,299.75,280.00,295.80,299.75,288.95,44,213,61376.00,
540777,HDFCLIFE    ,A ,Q,405.00,418.00,403.80,417.00,417.00,404.10,5387,243636,101094229.00,
540787,ICICIB22    ,B ,Q,37.49,37.62,37.21,37.35,37.35,37.33,199,69922,2620917.00,
540789,DNAMEDIA    ,B ,Q,0.95,0.95,0.87,0.92,0.92,0.91,27,94947,87159.00,
540793,HHOF1140RG  ,B ,Q,8.60,8.63,8.50,8.55,8.55,8.47,10,18000,153601.00,
540797,SHALBY      ,B ,Q,130.00,130.65,129.05,129.15,129.15,131.45,33,752,97560.00,
540798,FSC         ,B ,Q,565.00,565.00,560.10,564.10,564.10,569.00,6,31,17400.00,
540800,DACEFRDP    ,B ,Q,8.99,8.99,8.99,8.99,8.99,8.25,4,6000,53940.00,
540811,DML         ,M ,Q,12.95,12.95,12.95,12.95,12.95,11.90,1,10000,129500.00,
540824,ASTRON      ,B ,Q,98.40,100.00,96.60,97.45,98.40,97.75,152,12146,1193676.00,
540850,JFL         ,M ,Q,20.00,20.00,19.70,19.70,19.70,21.40,2,4000,79400.00,
540874,7SEAS       ,XT,Q,8.28,8.28,8.28,8.28,8.28,8.30,1,50,414.00,
540879,APOLLO      ,B ,Q,119.00,119.65,115.90,117.15,117.15,120.10,104,3183,375411.00,
540900,NEWGEN      ,B ,Q,314.40,327.05,307.65,310.25,310.25,315.80,124,2094,662338.00,
540901,PRAXIS      ,B ,Q,150.05,150.05,146.30,149.00,149.00,146.00,21,117,17369.00,
540902,AMBER       ,B ,Q,798.80,810.00,791.00,806.70,804.05,782.15,117,885,708970.00,
540903,CRPRISK     ,M ,Q,33.50,36.50,33.50,36.50,36.50,36.00,2,4000,140000.00,
540923,AML         ,M ,Q,4.49,4.49,4.49,4.49,4.49,4.34,1,6000,26940.00,
540935,GALAXYSURF  ,B ,Q,1026.00,1030.60,1010.05,1025.20,1030.00,1034.65,47,203,207909.00,
540938,GUJHYSPIN   ,M ,Q,6.50,6.50,5.58,5.58,5.58,5.60,2,90000,575800.00,
540954,IWP         ,X ,Q,74.90,76.00,72.05,74.50,75.00,74.75,156,48406,3601652.00,
540956,BHATIA      ,M ,Q,85.00,86.00,85.00,86.00,86.00,79.00,3,8000,684000.00,
540961,SHIVAMILLS  ,B ,Q,58.50,58.50,40.20,49.45,49.45,48.75,34,2933,142989.00,
540975,ASTERDM     ,B ,Q,146.65,146.65,144.10,145.50,145.50,147.35,81,2098,304824.00,
540981,KTKIND4RG   ,B ,Q,8.01,8.01,8.01,8.01,8.01,8.50,1,20,160.00,
541005,KANCOTEA    ,X ,Q,34.05,34.15,34.05,34.05,34.05,35.75,5,186,6338.00,
541006,ANGEL       ,M ,Q,9.56,11.50,9.56,11.50,11.50,10.50,3,12000,122480.00,
541019,HGINFRA     ,B ,Q,260.00,260.00,239.50,244.95,244.90,259.35,275,9122,2295940.00,
541083,INFLAME     ,M ,Q,135.00,142.00,133.00,138.20,139.40,141.45,6,6000,826350.00,
541096,BPLPHARMA   ,XT,Q,198.00,198.00,185.10,185.10,185.10,190.00,2,101,19985.00,
541097,LIQUIDETF   ,F ,Q,999.99,999.99,999.99,999.99,999.99,1000.00,1,4,3999.00,
541143,BDL         ,B ,Q,278.00,281.40,275.00,277.35,275.00,277.85,166,3404,944771.00,
541153,BANDHANBNK  ,A ,Q,595.95,635.00,593.15,622.60,622.60,598.00,10006,395357,244578525.00,
541154,HAL         ,A ,Q,669.00,670.00,651.60,661.65,661.95,669.35,163,1067,707787.00,
541161,KARDA       ,B ,Q,173.05,183.00,172.50,180.10,180.10,174.25,705,41898,7506511.00,
541163,SANDHAR     ,B ,Q,275.00,283.50,272.75,279.25,280.80,267.05,111,894,248558.00,
541167,YASHO       ,M ,Q,140.00,140.50,140.00,140.50,140.50,145.00,2,2400,336600.00,
541179,ISEC        ,A ,Q,218.05,221.40,215.20,216.10,216.10,221.55,516,9185,2000212.00,
541195,MIDHANI     ,B ,Q,131.00,132.00,128.45,131.00,131.00,130.75,148,5108,667526.00,
541206,OBCL        ,M ,Q,47.60,47.60,47.60,47.60,47.60,48.00,1,2000,95200.00,
541233,LEMONTREE   ,A ,Q,79.30,79.30,74.30,74.60,74.30,74.95,179,15985,1195608.00,
541256,IPRU3081    ,F ,Q,8.75,9.20,8.75,9.20,9.20,8.82,3,1100,9895.00,
541269,CHEMFABALKA ,B ,Q,153.00,155.45,153.00,155.35,155.45,153.00,9,485,74868.00,
541276,GARVIND     ,M ,Q,10.00,10.00,9.34,9.34,9.34,9.81,2,20000,193400.00,
541301,ORIENTELEC  ,B ,Q,158.00,159.00,146.00,157.75,157.75,153.50,940,27749,4244292.00,
541302,DHRUV       ,M ,Q,37.90,37.90,37.90,37.90,37.90,37.90,1,6000,227400.00,
541303,AKSHAR      ,M ,Q,17.75,18.00,17.75,18.00,18.00,17.85,2,6000,107250.00,
541313,ICICI500    ,B ,Q,155.00,155.00,155.00,155.00,155.00,153.35,1,100,15500.00,
541336,INDOSTAR    ,A ,Q,393.00,396.30,389.10,390.85,390.50,394.25,115,2889,1129322.00,
541347,PARVATI     ,T ,Q,3.60,3.78,3.60,3.78,3.78,3.60,7,2630,9893.00,
541353,INNOVATORS  ,M ,Q,48.50,51.90,48.50,51.00,51.00,48.50,18,33600,1683120.00,
541400,ZIMLAB      ,X ,Q,126.10,127.00,122.00,122.65,122.65,127.00,14,307,37981.00,
541401,ARIHANTINS  ,M ,Q,8.10,8.10,8.10,8.10,8.10,8.11,1,4000,32400.00,
541402,AFFORDABLE  ,M ,Q,113.00,113.00,113.00,113.00,113.00,112.00,1,1600,180800.00,
541403,DOLLAR      ,B ,Q,296.80,296.80,266.00,269.95,269.95,271.00,18,189,51320.00,
541445,WAA         ,M ,Q,37.00,37.00,37.00,37.00,37.00,38.30,1,800,29600.00,
541450,ADANIGREEN  ,A ,Q,40.00,43.90,39.30,41.70,41.70,40.25,1288,182512,7690228.00,
541503,UNICK       ,XT,Q,23.10,23.10,23.10,23.10,23.10,24.30,1,200,4620.00,
541540,SOLARA      ,B ,Q,381.05,399.35,381.00,383.70,384.00,383.10,124,2879,1118069.00,
541545,TALWGYM     ,B ,Q,117.00,118.00,115.15,115.50,115.15,117.70,41,1029,119770.00,
541546,GAYAHWS     ,B ,Q,0.82,0.85,0.82,0.84,0.85,0.86,8,7460,6118.00,
541556,RITES       ,B ,Q,245.30,247.35,242.00,244.80,246.00,245.20,182,5486,1345350.00,
541557,FINEORG     ,B ,Q,1360.05,1433.00,1360.05,1423.95,1430.00,1391.20,97,1290,1829695.00,
541578,VARROC      ,B ,Q,547.75,554.90,542.00,544.75,542.00,551.70,106,1140,624888.00,
541634,RAWEDGE     ,M ,Q,69.00,69.00,69.00,69.00,69.00,71.00,1,1600,110400.00,
541700,TCNSBRANDS  ,B ,Q,824.90,824.90,805.20,816.10,812.30,822.55,36,82,66981.00,
541701,SUPERSHAKT  ,M ,Q,410.00,435.00,410.00,435.00,435.00,421.00,3,900,384000.00,
541702,ASHNI       ,X ,Q,3.69,3.69,3.52,3.69,3.69,3.52,8,858,3165.00,
541725,IDFCEOS6RG  ,B ,Q,8.50,8.50,8.45,8.45,8.45,8.91,5,2500,21175.00,
541729,HDFCAMC     ,B ,Q,1698.90,1714.95,1668.60,1695.40,1695.40,1691.00,1392,18428,31199043.00,
541735,VIVANTA     ,XT,Q,7.45,7.45,7.45,7.45,7.45,7.45,1,1,7.00,
541741,TINNATFL    ,B ,Q,19.00,19.00,19.00,19.00,19.00,19.95,1,2,38.00,
